idScenarios,idTechnologies,idzones,year,hour,supply,quantum,Col
1,94,0,2022,1,1,0.00,3
1,94,0,2022,2,1,0.00,3
1,94,0,2022,3,1,0.00,3
1,94,0,2022,4,1,0.00,3
1,94,0,2022,5,1,0.00,3
1,94,0,2022,6,1,8.15,3
1,94,0,2022,7,1,20.61,3
1,94,0,2022,8,1,108.77,3
1,94,0,2022,9,1,139.43,3
1,94,0,2022,10,1,140.96,3
1,94,0,2022,11,1,140.96,3
1,94,0,2022,12,1,140.96,3
1,94,0,2022,13,1,140.96,3
1,94,0,2022,14,1,140.96,3
1,94,0,2022,15,1,140.96,3
1,94,0,2022,16,1,140.96,3
1,94,0,2022,17,1,140.03,3
1,94,0,2022,18,1,73.10,3
1,94,0,2022,19,1,20.92,3
1,94,0,2022,20,1,0.00,3
1,94,0,2022,21,1,0.00,3
1,94,0,2022,22,1,0.00,3
1,94,0,2022,23,1,0.00,3
1,94,0,2022,24,1,0.00,3
1,94,0,2022,25,1,0.00,3
1,94,0,2022,26,1,0.00,3
1,94,0,2022,27,1,0.00,3
1,94,0,2022,28,1,0.00,3
1,94,0,2022,29,1,0.00,3
1,94,0,2022,30,1,10.48,3
1,94,0,2022,31,1,21.02,3
1,94,0,2022,32,1,114.39,3
1,94,0,2022,33,1,139.60,3
1,94,0,2022,34,1,140.96,3
1,94,0,2022,35,1,140.96,3
1,94,0,2022,36,1,140.96,3
1,94,0,2022,37,1,140.96,3
1,94,0,2022,38,1,140.96,3
1,94,0,2022,39,1,140.96,3
1,94,0,2022,40,1,140.96,3
1,94,0,2022,41,1,139.40,3
1,94,0,2022,42,1,73.70,3
1,94,0,2022,43,1,21.10,3
1,94,0,2022,44,1,0.00,3
1,94,0,2022,45,1,0.00,3
1,94,0,2022,46,1,0.00,3
1,94,0,2022,47,1,0.00,3
1,94,0,2022,48,1,0.00,3
1,94,0,2022,49,1,0.00,3
1,94,0,2022,50,1,0.00,3
1,94,0,2022,51,1,0.00,3
1,94,0,2022,52,1,0.00,3
1,94,0,2022,53,1,0.00,3
1,94,0,2022,54,1,9.59,3
1,94,0,2022,55,1,19.47,3
1,94,0,2022,56,1,110.93,3
1,94,0,2022,57,1,139.52,3
1,94,0,2022,58,1,140.96,3
1,94,0,2022,59,1,140.96,3
1,94,0,2022,60,1,140.96,3
1,94,0,2022,61,1,140.96,3
1,94,0,2022,62,1,140.96,3
1,94,0,2022,63,1,140.96,3
1,94,0,2022,64,1,140.96,3
1,94,0,2022,65,1,132.98,3
1,94,0,2022,66,1,69.67,3
1,94,0,2022,67,1,17.49,3
1,94,0,2022,68,1,0.00,3
1,94,0,2022,69,1,0.00,3
1,94,0,2022,70,1,0.00,3
1,94,0,2022,71,1,0.00,3
1,94,0,2022,72,1,0.00,3
1,94,0,2022,73,1,0.00,3
1,94,0,2022,74,1,0.00,3
1,94,0,2022,75,1,0.00,3
1,94,0,2022,76,1,0.00,3
1,94,0,2022,77,1,0.00,3
1,94,0,2022,78,1,8.44,3
1,94,0,2022,79,1,18.21,3
1,94,0,2022,80,1,109.78,3
1,94,0,2022,81,1,138.67,3
1,94,0,2022,82,1,140.96,3
1,94,0,2022,83,1,140.96,3
1,94,0,2022,84,1,140.96,3
1,94,0,2022,85,1,140.96,3
1,94,0,2022,86,1,129.05,3
1,94,0,2022,87,1,118.49,3
1,94,0,2022,88,1,133.70,3
1,94,0,2022,89,1,135.15,3
1,94,0,2022,90,1,72.61,3
1,94,0,2022,91,1,19.15,3
1,94,0,2022,92,1,0.00,3
1,94,0,2022,93,1,0.00,3
1,94,0,2022,94,1,0.00,3
1,94,0,2022,95,1,0.00,3
1,94,0,2022,96,1,0.00,3
1,94,0,2022,97,1,0.00,3
1,94,0,2022,98,1,0.00,3
1,94,0,2022,99,1,0.00,3
1,94,0,2022,100,1,0.00,3
1,94,0,2022,101,1,0.00,3
1,94,0,2022,102,1,10.03,3
1,94,0,2022,103,1,18.87,3
1,94,0,2022,104,1,111.81,3
1,94,0,2022,105,1,138.91,3
1,94,0,2022,106,1,140.96,3
1,94,0,2022,107,1,140.96,3
1,94,0,2022,108,1,140.96,3
1,94,0,2022,109,1,140.96,3
1,94,0,2022,110,1,140.96,3
1,94,0,2022,111,1,140.96,3
1,94,0,2022,112,1,140.96,3
1,94,0,2022,113,1,136.68,3
1,94,0,2022,114,1,74.13,3
1,94,0,2022,115,1,19.23,3
1,94,0,2022,116,1,0.00,3
1,94,0,2022,117,1,0.00,3
1,94,0,2022,118,1,0.00,3
1,94,0,2022,119,1,0.00,3
1,94,0,2022,120,1,0.00,3
1,94,0,2022,121,1,0.00,3
1,94,0,2022,122,1,0.00,3
1,94,0,2022,123,1,0.00,3
1,94,0,2022,124,1,0.00,3
1,94,0,2022,125,1,0.00,3
1,94,0,2022,126,1,9.24,3
1,94,0,2022,127,1,17.93,3
1,94,0,2022,128,1,110.57,3
1,94,0,2022,129,1,139.72,3
1,94,0,2022,130,1,140.96,3
1,94,0,2022,131,1,140.96,3
1,94,0,2022,132,1,140.96,3
1,94,0,2022,133,1,140.96,3
1,94,0,2022,134,1,140.96,3
1,94,0,2022,135,1,140.96,3
1,94,0,2022,136,1,140.96,3
1,94,0,2022,137,1,137.84,3
1,94,0,2022,138,1,74.33,3
1,94,0,2022,139,1,18.73,3
1,94,0,2022,140,1,0.00,3
1,94,0,2022,141,1,0.00,3
1,94,0,2022,142,1,0.00,3
1,94,0,2022,143,1,0.00,3
1,94,0,2022,144,1,0.00,3
1,94,0,2022,145,1,0.00,3
1,94,0,2022,146,1,0.00,3
1,94,0,2022,147,1,0.00,3
1,94,0,2022,148,1,0.00,3
1,94,0,2022,149,1,0.00,3
1,94,0,2022,150,1,8.60,3
1,94,0,2022,151,1,16.78,3
1,94,0,2022,152,1,109.45,3
1,94,0,2022,153,1,139.19,3
1,94,0,2022,154,1,140.96,3
1,94,0,2022,155,1,140.96,3
