Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
"1,152","2,676.63",754.44,0.00,0.00,0.00,"4,946.16",0.00,0.00
"1,153","2,492.51",732.86,0.00,0.00,0.00,"4,764.91",0.00,0.00
"1,154","2,377.96",715.99,0.00,0.00,0.00,"4,649.22",0.00,0.00
"1,155","2,300.55",714.45,0.00,0.00,0.00,"4,593.49",0.00,0.00
"1,156","2,229.80",709.09,0.00,0.00,0.00,"4,510.68",0.00,0.00
"1,157","2,210.77",707.95,0.00,0.00,0.00,"4,536.90",0.00,0.00
"1,158","2,260.90",706.98,0.00,0.00,0.00,"4,351.98",0.00,0.00
"1,159","2,373.25",680.49,0.59,17.47,68.36,"4,108.30",357.95,68.36
"1,160","2,409.55",604.86,1.52,73.42,193.90,"3,427.81","1,520.91",193.90
"1,161","2,306.75",539.82,4.06,118.06,557.50,"2,911.24","2,493.00",557.50
"1,162","2,246.73",468.43,6.59,130.36,909.70,"2,370.60","2,750.40",909.70
"1,163","2,286.85",387.34,8.51,137.19,"1,190.21","1,798.35","2,907.59","1,190.21"
"1,164","2,461.07",294.96,9.66,140.13,"1,358.46","1,074.42","2,970.31","1,358.46"
"1,165","2,683.21",227.53,9.80,140.52,"1,430.13",583.77,"2,987.42","1,430.13"
"1,166","2,898.13",162.48,9.80,140.62,"1,398.09",394.30,"2,983.26","1,398.09"
"1,167","3,113.93",116.17,9.04,140.91,"1,283.72",290.47,"2,969.05","1,283.72"
"1,168","3,370.74",112.76,7.39,137.30,"1,067.55",333.12,"2,925.40","1,067.55"
"1,169","3,659.71",112.38,5.09,125.84,749.29,502.28,"2,690.71",749.29
"1,170","3,865.72",98.29,2.35,69.94,359.91,794.23,"1,538.31",359.91
"1,171","3,839.78",107.36,0.44,9.38,68.15,"1,348.96",230.72,68.15
"1,172","3,712.20",156.61,0.00,0.00,0.00,"1,939.33",0.00,0.00
"1,173","3,532.26",211.02,0.00,0.00,0.00,"2,504.80",0.00,0.00
"1,174","3,270.45",267.93,0.00,0.00,0.00,"2,771.61",0.00,0.00
"1,175","2,932.37",311.85,0.00,0.00,0.00,"2,502.89",0.00,0.00
"1,176","2,648.71",339.82,0.00,0.00,0.00,"2,194.12",0.00,0.00
"1,177","2,435.65",327.60,0.00,0.00,0.00,"2,004.85",0.00,0.00
"1,178","2,309.74",311.80,0.00,0.00,0.00,"1,992.33",0.00,0.00
"1,179","2,213.67",297.48,0.00,0.00,0.00,"2,084.64",0.00,0.00
"1,180","2,154.59",277.18,0.00,0.00,0.00,"2,100.70",0.00,0.00
"1,181","2,123.84",299.57,0.00,0.00,0.00,"1,993.77",0.00,0.00
"1,182","2,120.10",343.73,0.00,0.00,0.00,"1,892.14",0.00,0.00
"1,183","2,110.53",394.39,0.57,17.51,66.34,"1,793.90",351.42,66.34
"1,184","2,059.17",282.55,1.54,72.91,193.99,981.07,"1,499.74",193.99
"1,185","1,991.07",182.73,4.08,115.55,552.79,579.59,"2,438.69",552.79
"1,186","1,998.37",166.72,6.53,128.40,890.31,380.81,"2,708.82",890.31
"1,187","2,102.45",144.88,8.42,134.63,"1,164.16",282.40,"2,857.33","1,164.16"
"1,188","2,284.17",116.65,9.49,136.80,"1,344.36",432.32,"2,939.89","1,344.36"
"1,189","2,456.89",85.54,9.80,139.75,"1,446.99",418.19,"2,988.72","1,446.99"
"1,190","2,615.66",63.80,9.80,140.96,"1,435.99",617.84,"3,000.00","1,435.99"
"1,191","2,731.71",60.21,8.94,140.96,"1,316.55","1,227.46","2,994.14","1,316.55"
"1,192","2,915.13",111.92,7.31,140.01,"1,093.76","1,955.76","2,978.87","1,093.76"
"1,193","3,180.84",232.98,5.06,129.44,763.40,"2,936.44","2,772.55",763.40
"1,194","3,396.34",263.59,2.33,74.81,362.33,"3,143.18","1,650.29",362.33
"1,195","3,423.48",360.09,0.41,10.34,65.60,"4,456.11",248.15,65.60
"1,196","3,296.82",435.97,0.00,0.00,0.00,"4,711.76",0.00,0.00
"1,197","3,157.18",486.73,0.00,0.00,0.00,"4,776.12",0.00,0.00
"1,198","2,955.93",585.07,0.00,0.00,0.00,"4,825.67",0.00,0.00
"1,199","2,696.63",687.74,0.00,0.00,0.00,"4,722.48",0.00,0.00
"1,200","2,472.74",665.28,0.00,0.00,0.00,"4,471.15",0.00,0.00
"1,201","2,309.79",643.46,0.00,0.00,0.00,"4,380.75",0.00,0.00
"1,202","2,222.40",629.70,0.00,0.00,0.00,"4,236.71",0.00,0.00
"1,203","2,170.85",642.09,0.00,0.00,0.00,"4,083.81",0.00,0.00
"1,204","2,117.15",670.73,0.00,0.00,0.00,"3,986.90",0.00,0.00
"1,205","2,074.90",687.11,0.00,0.00,0.00,"3,897.88",0.00,0.00
"1,206","2,053.01",649.36,0.00,0.00,0.00,"3,597.84",0.00,0.00
"1,207","1,992.74",624.84,0.53,14.83,61.65,"3,523.06",301.54,61.65
"1,208","1,889.82",545.42,1.43,69.29,183.30,"3,074.96","1,415.21",183.30
"1,209","1,758.18",431.28,4.04,113.22,532.91,"2,683.43","2,379.71",532.91
"1,210","1,651.17",323.35,6.56,126.66,890.97,"2,278.67","2,691.49",890.97
"1,211","1,669.72",238.91,8.48,133.88,"1,168.54","1,865.03","2,853.02","1,168.54"
"1,212","1,798.86",144.08,9.69,138.87,"1,347.67","1,566.17","2,948.47","1,347.67"
"1,213","1,986.49",87.99,9.80,140.26,"1,424.00","1,502.23","2,989.07","1,424.00"
"1,214","2,205.83",75.63,9.80,140.96,"1,397.00","1,628.60","2,989.14","1,397.00"
"1,215","2,461.62",107.47,8.87,135.91,"1,263.87","2,132.64","2,925.38","1,263.87"
"1,216","2,776.54",213.56,7.23,132.12,"1,039.37","2,954.43","2,853.39","1,039.37"
"1,217","3,156.27",323.69,4.94,126.20,727.66,"3,700.85","2,655.58",727.66
"1,218","3,466.66",422.00,2.23,71.08,345.54,"3,965.55","1,572.53",345.54
"1,219","3,597.45",493.21,0.38,8.78,60.52,"4,498.94",220.50,60.52
"1,220","3,505.07",555.41,0.00,0.00,0.00,"4,818.29",0.00,0.00
"1,221","3,292.87",592.68,0.00,0.00,0.00,"4,958.75",0.00,0.00
"1,222","2,993.36",619.66,0.00,0.00,0.00,"4,955.69",0.00,0.00
"1,223","2,680.37",609.00,0.00,0.00,0.00,"4,674.83",0.00,0.00
"1,224","2,433.04",631.99,0.00,0.00,0.00,"4,465.38",0.00,0.00
"1,225","2,270.21",687.60,0.00,0.00,0.00,"4,462.98",0.00,0.00
"1,226","2,162.62",739.32,0.00,0.00,0.00,"4,674.55",0.00,0.00
"1,227","2,082.98",754.43,0.00,0.00,0.00,"4,752.60",0.00,0.00
"1,228","2,033.86",761.32,0.00,0.00,0.00,"4,757.12",0.00,0.00
"1,229","2,030.49",760.78,0.00,0.00,0.00,"4,759.14",0.00,0.00
"1,230","2,122.40",718.07,0.00,0.00,0.00,"4,251.91",0.00,0.00
"1,231","2,243.23",652.09,0.52,14.89,58.79,"3,645.93",298.82,58.79
"1,232","2,256.43",522.26,1.41,68.10,174.98,"2,887.10","1,366.85",174.98
"1,233","2,115.47",387.84,4.01,111.51,534.20,"1,973.77","2,316.52",534.20
"1,234","1,931.13",227.29,6.46,125.00,888.96,"1,056.13","2,648.03",888.96
"1,235","1,902.05",151.70,8.36,133.10,"1,159.77",543.90,"2,814.10","1,159.77"
"1,236","1,979.41",118.20,9.47,137.05,"1,325.50",288.67,"2,920.75","1,325.50"
"1,237","2,132.71",91.17,9.80,140.21,"1,412.04",264.27,"2,979.08","1,412.04"
"1,238","2,321.70",89.89,9.66,140.31,"1,394.52",412.18,"2,993.15","1,394.52"
"1,239","2,555.66",142.16,8.70,138.38,"1,279.06","1,094.69","2,968.24","1,279.06"
"1,240","2,867.72",245.92,7.10,134.75,"1,059.36","1,758.83","2,903.90","1,059.36"
"1,241","3,212.25",306.42,4.87,121.89,739.36,"2,043.97","2,635.18",739.36
"1,242","3,412.96",325.85,2.21,70.23,351.18,"2,166.80","1,553.22",351.18
"1,243","3,434.60",398.42,0.37,8.40,59.57,"2,548.65",206.02,59.57
"1,244","3,261.59",498.36,0.00,0.00,0.00,"2,807.86",0.00,0.00
"1,245","3,040.23",618.55,0.00,0.00,0.00,"2,852.55",0.00,0.00
"1,246","2,782.65",633.43,0.00,0.00,0.00,"2,756.44",0.00,0.00
"1,247","2,526.35",602.73,0.00,0.00,0.00,"2,525.91",0.00,0.00
"1,248","2,329.11",558.53,0.00,0.00,0.00,"2,276.12",0.00,0.00
"1,249","2,203.79",527.45,0.00,0.00,0.00,"2,117.10",0.00,0.00
"1,250","2,114.64",503.47,0.00,0.00,0.00,"1,970.57",0.00,0.00
"1,251","2,066.33",470.73,0.00,0.00,0.00,"1,769.79",0.00,0.00
"1,252","2,035.60",433.50,0.00,0.00,0.00,"1,702.80",0.00,0.00
"1,253","2,049.84",393.40,0.00,0.00,0.00,"1,713.22",0.00,0.00
"1,254","2,148.41",325.62,0.00,0.00,0.00,"1,574.51",0.00,0.00
"1,255","2,294.37",269.94,0.51,14.76,58.10,"1,337.43",299.44,58.10
"1,256","2,323.10",171.07,1.38,67.34,180.09,723.95,"1,373.45",180.09
"1,257","2,219.38",131.55,3.95,109.71,531.92,661.21,"2,308.92",531.92
"1,258","2,116.20",130.67,6.40,123.15,887.71,766.21,"2,626.28",887.71
"1,259","2,098.83",150.58,8.27,130.19,"1,164.57","1,000.75","2,795.43","1,164.57"
"1,260","2,188.84",179.59,9.47,134.65,"1,354.93","1,330.21","2,914.58","1,354.93"
"1,261","2,305.17",225.80,9.80,138.01,"1,442.57","1,718.11","2,974.58","1,442.57"
"1,262","2,407.65",290.84,9.71,139.07,"1,425.27","2,179.37","2,984.32","1,425.27"
"1,263","2,549.18",372.94,8.83,138.84,"1,302.81","2,673.32","2,975.15","1,302.81"
"1,264","2,765.78",451.58,7.24,137.19,"1,077.05","3,096.57","2,935.31","1,077.05"
"1,265","3,056.37",505.00,4.94,125.41,742.51,"3,386.96","2,680.86",742.51
"1,266","3,289.55",467.21,2.24,70.68,350.05,"3,524.70","1,563.15",350.05
"1,267","3,343.01",477.35,0.36,7.99,56.71,"4,420.62",199.58,56.71
"1,268","3,220.26",529.43,0.00,0.00,0.00,"5,037.76",0.00,0.00
"1,269","3,037.13",661.53,0.00,0.00,0.00,"5,034.53",0.00,0.00
"1,270","2,781.61",756.36,0.00,0.00,0.00,"5,014.70",0.00,0.00
"1,271","2,533.71",806.27,0.00,0.00,0.00,"4,883.04",0.00,0.00
"1,272","2,337.97",819.41,0.00,0.00,0.00,"4,829.68",0.00,0.00
"1,273","2,208.58",792.48,0.00,0.00,0.00,"4,770.49",0.00,0.00
"1,274","2,123.69",745.76,0.00,0.00,0.00,"4,671.41",0.00,0.00
"1,275","2,072.12",688.56,0.00,0.00,0.00,"4,566.02",0.00,0.00
"1,276","2,043.07",666.83,0.00,0.00,0.00,"4,610.67",0.00,0.00
"1,277","2,037.68",682.11,0.00,0.00,0.00,"4,634.18",0.00,0.00
"1,278","2,118.54",637.30,0.00,0.00,0.00,"3,959.78",0.00,0.00
"1,279","2,231.11",619.97,0.46,14.58,51.84,"4,116.08",262.87,51.84
"1,280","2,275.94",589.91,1.44,67.25,172.02,"4,138.56","1,295.66",172.02
"1,281","2,125.22",512.07,4.00,111.31,523.98,"3,994.90","2,266.88",523.98
"1,282","1,981.66",420.80,6.46,127.03,866.18,"3,754.24","2,634.29",866.18
"1,283","1,873.74",336.43,8.45,133.93,"1,143.78","3,585.23","2,832.08","1,143.78"
"1,284","1,896.92",276.14,9.70,138.19,"1,323.84","3,492.00","2,951.14","1,323.84"
"1,285","1,986.51",264.91,9.80,140.96,"1,386.08","3,628.18","2,979.27","1,386.08"
"1,286","2,169.54",282.97,9.80,140.96,"1,361.73","3,897.54","2,975.35","1,361.73"
"1,287","2,424.59",331.11,8.97,140.96,"1,240.17","4,268.64","2,944.87","1,240.17"
"1,288","2,755.67",406.54,7.08,138.33,967.86,"4,701.67","2,895.26",967.86
"1,289","3,138.07",477.10,4.86,125.68,674.32,"5,020.86","2,641.89",674.32
"1,290","3,422.10",461.58,2.07,70.60,315.39,"4,393.30","1,482.78",315.39
"1,291","3,414.28",523.78,0.32,7.13,50.20,"4,603.01",173.40,50.20
"1,292","3,249.50",551.15,0.00,0.00,0.00,"4,943.65",0.00,0.00
"1,293","2,982.10",619.01,0.00,0.00,0.00,"5,138.83",0.00,0.00
"1,294","2,671.81",745.45,0.00,0.00,0.00,"5,205.89",0.00,0.00
"1,295","2,405.58",805.21,0.00,0.00,0.00,"5,157.89",0.00,0.00
"1,296","2,219.35",823.17,0.00,0.00,0.00,"4,952.80",0.00,0.00
"1,297","2,098.82",822.54,0.00,0.00,0.00,"5,040.44",0.00,0.00
"1,298","2,025.10",814.46,0.00,0.00,0.00,"5,052.72",0.00,0.00
"1,299","1,983.55",796.57,0.00,0.00,0.00,"5,048.50",0.00,0.00
"1,300","1,965.98",768.28,0.00,0.00,0.00,"5,000.72",0.00,0.00
"1,301","1,981.44",734.93,0.00,0.00,0.00,"4,974.98",0.00,0.00
"1,302","2,080.76",532.76,0.00,0.00,0.00,"3,877.79",0.00,0.00
"1,303","2,218.65",456.84,0.47,12.99,54.72,"3,727.39",250.50,54.72
"1,304","2,219.18",388.42,1.44,61.70,178.78,"3,670.17","1,300.03",178.78
"1,305","2,060.76",305.20,4.06,107.27,525.24,"3,441.19","2,161.53",525.24
"1,306","1,900.61",230.42,6.52,118.22,885.89,"3,110.92","2,487.89",885.89
"1,307","1,807.36",175.71,8.49,132.00,"1,162.26","2,732.20","2,776.63","1,162.26"
"1,308","1,852.58",151.90,9.70,138.30,"1,342.76","2,363.60","2,873.92","1,342.76"
"1,309","1,998.80",161.32,9.80,140.96,"1,402.95","2,076.07","2,880.86","1,402.95"
"1,310","2,220.94",190.11,9.80,135.37,"1,383.53","2,059.18","2,913.54","1,383.53"
"1,311","2,493.75",237.49,8.87,137.18,"1,255.67","2,303.53","2,954.36","1,255.67"
"1,312","2,789.95",305.65,7.27,120.69,"1,032.28","2,621.68","2,842.48","1,032.28"
"1,313","3,116.53",373.06,4.91,116.51,708.03,"2,893.80","2,609.64",708.03
"1,314","3,334.83",366.44,2.21,67.75,329.05,"2,882.16","1,494.10",329.05
"1,315","3,375.35",366.79,0.32,6.83,50.98,"3,436.41",168.18,50.98
"1,316","3,276.47",503.91,0.00,0.00,0.00,"4,131.17",0.00,0.00
"1,317","3,104.25",586.25,0.00,0.00,0.00,"4,315.28",0.00,0.00
"1,318","2,848.84",536.84,0.00,0.00,0.00,"4,087.83",0.00,0.00
"1,319","2,587.38",472.22,0.00,0.00,0.00,"3,897.47",0.00,0.00
"1,320","2,385.73",429.90,0.00,0.00,0.00,"3,684.46",0.00,0.00
"1,321","2,256.31",407.90,0.00,0.00,0.00,"3,582.49",0.00,0.00
"1,322","2,171.53",396.50,0.00,0.00,0.00,"3,460.04",0.00,0.00
"1,323","2,108.52",385.80,0.00,0.00,0.00,"3,400.78",0.00,0.00
"1,324","2,069.11",382.05,0.00,0.00,0.00,"3,331.95",0.00,0.00
"1,325","2,069.65",367.97,0.00,0.00,0.00,"3,159.99",0.00,0.00
"1,326","2,175.38",339.41,0.00,0.00,0.00,"2,695.90",0.00,0.00
"1,327","2,308.95",271.74,0.48,12.93,51.93,"2,494.62",221.33,51.93
"1,328","2,338.91",242.67,1.46,63.00,181.18,"2,044.19","1,182.93",181.18
"1,329","2,242.46",291.50,3.97,95.44,528.04,"1,738.02","1,947.59",528.04
"1,330","2,108.73",345.78,6.19,93.35,870.09,"1,341.63","2,180.96",870.09
"1,331","2,073.98",336.14,8.10,110.78,"1,154.45","1,063.80","2,368.49","1,154.45"
"1,332","2,115.63",254.84,9.13,112.44,"1,343.25",973.24,"2,620.28","1,343.25"
"1,333","2,170.88",227.68,9.80,110.06,"1,434.03","1,056.68","2,704.56","1,434.03"
"1,334","2,277.88",257.38,9.51,119.06,"1,408.61","1,210.91","2,655.23","1,408.61"
"1,335","2,438.92",311.69,8.06,106.05,"1,220.50","1,515.20","2,435.18","1,220.50"
"1,336","2,683.82",369.27,5.98,82.96,"1,029.04","1,783.33","2,147.86","1,029.04"
"1,337","2,947.52",375.64,4.14,69.11,716.44,"2,306.67","2,049.11",716.44
"1,338","3,157.45",449.16,2.03,36.73,329.33,"2,860.78","1,182.34",329.33
"1,339","3,184.11",382.05,0.28,4.75,47.09,"3,425.02",134.61,47.09
"1,340","3,117.06",348.23,0.00,0.00,0.00,"3,623.04",0.00,0.00
"1,341","2,970.35",347.03,0.00,0.00,0.00,"3,549.19",0.00,0.00
"1,342","2,765.72",348.06,0.00,0.00,0.00,"3,498.95",0.00,0.00
"1,343","2,568.26",359.67,0.00,0.00,0.00,"3,585.06",0.00,0.00
"1,344","2,380.26",377.61,0.00,0.00,0.00,"3,483.16",0.00,0.00
"1,345","2,235.20",389.38,0.00,0.00,0.00,"3,445.29",0.00,0.00
"1,346","2,142.48",355.51,0.00,0.00,0.00,"3,439.88",0.00,0.00
"1,347","2,077.18",322.65,0.00,0.00,0.00,"3,528.34",0.00,0.00
"1,348","2,041.89",291.44,0.00,0.00,0.00,"3,373.99",0.00,0.00
"1,349","2,034.46",288.18,0.00,0.00,0.00,"3,214.83",0.00,0.00
"1,350","2,045.54",267.34,0.00,0.00,0.00,"2,678.63",0.00,0.00
"1,351","2,036.44",245.07,0.43,8.26,51.39,"3,429.83",193.00,51.39
"1,352","1,947.17",260.17,1.40,47.28,180.34,"3,560.23","1,110.84",180.34
"1,353","1,795.69",254.13,4.02,92.91,517.70,"3,402.95","1,860.53",517.70
"1,354","1,620.28",248.65,6.44,109.78,869.82,"3,274.08","2,244.03",869.82
"1,355","1,541.61",238.15,8.49,123.51,"1,143.68","3,104.98","2,455.77","1,143.68"
"1,356","1,567.15",229.33,9.61,133.48,"1,328.33","3,074.47","2,630.04","1,328.33"
"1,357","1,671.56",228.40,9.80,133.15,"1,399.92","3,131.43","2,626.93","1,399.92"
"1,358","1,838.73",236.14,9.80,133.06,"1,373.78","3,328.92","2,602.87","1,373.78"
"1,359","2,064.74",272.71,8.87,117.24,"1,230.92","3,819.39","2,646.30","1,230.92"
"1,360","2,383.31",332.67,7.31,113.00,"1,005.26","4,311.29","2,593.71","1,005.26"
"1,361","2,718.42",416.50,4.94,113.84,702.71,"4,573.97","2,112.34",702.71
"1,362","2,994.72",435.77,2.19,65.38,325.69,"4,114.80","1,382.08",325.69
"1,363","3,132.48",518.02,0.30,5.17,46.38,"4,485.41",138.02,46.38
"1,364","3,061.21",609.45,0.00,0.00,0.00,"4,510.02",0.00,0.00
"1,365","2,891.83",611.38,0.00,0.00,0.00,"4,310.34",0.00,0.00
"1,366","2,664.19",576.10,0.00,0.00,0.00,"4,359.32",0.00,0.00
"1,367","2,441.07",547.61,0.00,0.00,0.00,"4,647.56",0.00,0.00
"1,368","2,262.63",595.70,0.00,0.00,0.00,"4,769.98",0.00,0.00
"1,369","2,127.51",676.25,0.00,0.00,0.00,"4,588.21",0.00,0.00
"1,370","2,042.92",668.33,0.00,0.00,0.00,"4,589.15",0.00,0.00
"1,371","1,982.05",668.37,0.00,0.00,0.00,"4,479.35",0.00,0.00
"1,372","1,944.38",637.83,0.00,0.00,0.00,"4,312.23",0.00,0.00
"1,373","1,949.68",635.03,0.00,0.00,0.00,"4,290.71",0.00,0.00
"1,374","1,953.05",520.21,0.00,0.00,0.00,"3,605.37",0.00,0.00
"1,375","1,907.33",455.52,0.41,13.21,49.15,"3,778.94",220.56,49.15
"1,376","1,796.91",400.08,1.43,69.73,181.39,"3,934.70","1,289.70",181.39
"1,377","1,628.36",313.64,4.03,114.81,536.86,"3,723.82","2,195.34",536.86
"1,378","1,480.59",261.75,6.68,128.52,871.40,"3,545.50","2,588.40",871.40
"1,379","1,392.72",215.30,8.62,135.67,"1,159.10","3,341.01","2,826.24","1,159.10"
"1,380","1,400.11",177.38,9.78,140.32,"1,343.95","3,320.85","2,968.97","1,343.95"
"1,381","1,514.88",147.34,9.80,140.96,"1,439.45","3,257.98","2,979.62","1,439.45"
"1,382","1,713.09",148.05,9.80,140.96,"1,413.98","3,365.18","2,971.19","1,413.98"
"1,383","2,039.44",186.71,9.02,140.96,"1,286.53","3,720.04","2,915.82","1,286.53"
"1,384","2,411.28",267.48,7.34,138.88,"1,053.63","4,134.22","2,940.78","1,053.63"
"1,385","2,819.91",361.80,4.95,126.16,726.83,"4,418.66","2,631.90",726.83
"1,386","3,183.19",395.37,2.17,69.05,334.92,"4,072.51","1,532.29",334.92
"1,387","3,352.53",458.25,0.28,5.31,45.32,"4,536.92",139.79,45.32
"1,388","3,256.47",568.36,0.00,0.00,0.00,"4,797.89",0.00,0.00
"1,389","3,075.88",603.62,0.00,0.00,0.00,"4,709.28",0.00,0.00
"1,390","2,790.07",575.31,0.00,0.00,0.00,"4,545.88",0.00,0.00
"1,391","2,518.74",548.45,0.00,0.00,0.00,"4,526.35",0.00,0.00
"1,392","2,314.33",561.30,0.00,0.00,0.00,"4,606.80",0.00,0.00
"1,393","2,177.71",651.00,0.00,0.00,0.00,"4,558.64",0.00,0.00
"1,394","2,094.93",672.54,0.00,0.00,0.00,"4,530.00",0.00,0.00
"1,395","2,047.86",603.22,0.00,0.00,0.00,"4,375.63",0.00,0.00
"1,396","2,015.58",520.33,0.00,0.00,0.00,"4,189.63",0.00,0.00
"1,397","2,020.12",473.46,0.00,0.00,0.00,"4,035.92",0.00,0.00
"1,398","2,133.38",369.24,0.00,0.00,0.00,"3,487.30",0.00,0.00
"1,399","2,260.15",308.74,0.43,13.23,47.85,"3,129.13",228.84,47.85
"1,400","2,347.00",313.78,1.45,68.32,173.02,"2,822.84","1,337.66",173.02
"1,401","2,238.22",280.66,3.97,112.13,518.73,"2,631.64","2,244.71",518.73
"1,402","2,141.69",264.53,6.52,127.41,863.64,"2,276.28","2,602.88",863.64
"1,403","2,127.15",261.84,8.40,134.45,"1,126.50","1,905.39","2,815.94","1,126.50"
"1,404","2,208.98",246.90,9.52,137.66,"1,322.77","1,733.19","2,901.75","1,322.77"
"1,405","2,319.88",244.14,9.80,140.96,"1,415.00","1,639.64","2,955.25","1,415.00"
"1,406","2,391.91",274.19,9.74,140.96,"1,398.98","1,705.50","2,932.97","1,398.98"
"1,407","2,487.24",303.04,8.87,137.23,"1,277.07","1,878.85","2,933.28","1,277.07"
"1,408","2,651.64",369.44,7.26,137.28,"1,056.42","2,063.50","2,831.83","1,056.42"
"1,409","2,904.52",407.34,4.96,118.64,736.86,"2,168.57","2,537.36",736.86
"1,410","3,120.04",395.54,2.18,68.36,342.61,"2,009.31","1,453.21",342.61
"1,411","3,195.30",404.88,0.28,4.57,44.43,"2,417.29",124.50,44.43
"1,412","3,064.88",437.68,0.00,0.00,0.00,"2,806.47",0.00,0.00
"1,413","2,842.62",459.89,0.00,0.00,0.00,"2,587.51",0.00,0.00
"1,414","2,615.93",437.35,0.00,0.00,0.00,"2,152.18",0.00,0.00
"1,415","2,406.88",386.28,0.00,0.00,0.00,"1,765.21",0.00,0.00
"1,416","2,238.33",341.77,0.00,0.00,0.00,"1,424.35",0.00,0.00
"1,417","2,132.47",298.61,0.00,0.00,0.00,"1,222.70",0.00,0.00
"1,418","2,065.59",297.00,0.00,0.00,0.00,"1,161.13",0.00,0.00
"1,419","2,018.44",302.70,0.00,0.00,0.00,"1,287.06",0.00,0.00
"1,420","1,996.24",291.90,0.00,0.00,0.00,"1,557.19",0.00,0.00
"1,421","2,000.84",262.93,0.00,0.00,0.00,"1,876.37",0.00,0.00
"1,422","2,109.98",245.42,0.00,0.00,0.00,"1,908.08",0.00,0.00
"1,423","2,253.02",190.20,0.34,12.33,33.74,"1,587.79",156.23,33.74
"1,424","2,333.16",210.07,1.42,64.41,181.38,"1,962.13",981.70,181.38
"1,425","2,245.66",207.86,3.80,107.25,437.97,"2,213.24","1,694.67",437.97
"1,426","2,095.76",211.69,5.65,115.86,697.61,"2,326.79","1,892.62",697.61
"1,427","2,036.17",244.13,7.76,122.40,936.13,"2,430.13","2,146.92",936.13
"1,428","2,024.53",327.33,8.67,130.32,"1,012.59","2,792.13","2,359.78","1,012.59"
"1,429","2,043.90",448.09,8.39,136.25,962.15,"3,408.11","2,586.72",962.15
"1,430","2,017.34",569.57,8.30,138.68,915.86,"4,163.88","2,683.12",915.86
"1,431","2,091.97",668.10,7.41,134.72,829.19,"4,903.86","2,625.44",829.19
"1,432","2,242.53",735.67,5.49,133.05,663.59,"5,307.58","2,454.15",663.59
"1,433","2,366.39",763.06,3.21,118.66,428.45,"5,309.12","1,982.61",428.45
"1,434","2,454.30",751.48,1.10,62.55,199.11,"5,267.59",971.18,199.11
"1,435","2,519.28",675.57,0.23,2.45,34.42,"5,118.62",71.09,34.42
"1,436","2,538.86",645.40,0.00,0.00,0.00,"4,720.06",0.00,0.00
"1,437","2,405.54",650.23,0.00,0.00,0.00,"4,366.11",0.00,0.00
"1,438","2,251.99",588.73,0.00,0.00,0.00,"3,745.69",0.00,0.00
"1,439","2,096.27",528.48,0.00,0.00,0.00,"3,327.52",0.00,0.00
"1,440","1,973.59",475.32,0.00,0.00,0.00,"2,855.20",0.00,0.00
"1,441","1,890.75",430.27,0.00,0.00,0.00,"2,456.10",0.00,0.00
"1,442","1,828.32",404.37,0.00,0.00,0.00,"2,288.54",0.00,0.00
"1,443","1,802.34",391.61,0.00,0.00,0.00,"2,312.50",0.00,0.00
"1,444","1,796.72",393.58,0.00,0.00,0.00,"2,492.09",0.00,0.00
"1,445","1,847.90",390.83,0.00,0.00,0.00,"2,470.39",0.00,0.00
"1,446","1,968.75",352.19,0.00,0.00,0.00,"2,134.46",0.00,0.00
"1,447","2,127.90",330.95,0.24,5.80,28.59,"2,098.28",137.58,28.59
"1,448","2,205.44",375.08,1.18,24.05,163.08,"2,243.52",928.80,163.08
"1,449","2,170.88",378.24,2.84,60.82,387.53,"2,080.44","1,526.31",387.53
"1,450","2,064.11",415.39,4.88,77.76,492.08,"2,287.33","1,673.64",492.08
"1,451","1,850.55",469.55,6.60,110.59,872.87,"3,060.33","1,784.85",872.87
"1,452","1,439.76",542.47,6.02,101.92,840.17,"3,679.69","1,833.32",840.17
"1,453","1,401.71",625.82,7.47,95.88,"1,140.85","4,318.91","1,910.65","1,140.85"
"1,454","1,445.38",664.34,5.25,97.54,"1,189.73","4,841.40","1,920.14","1,189.73"
"1,455","1,403.66",740.95,4.97,80.74,"1,012.97","5,310.94","1,977.24","1,012.97"
"1,456","1,523.07",843.32,4.90,83.65,960.45,"5,488.38","1,943.74",960.45
"1,457","1,728.39",829.64,3.73,55.45,712.91,"5,574.47","2,014.95",712.91
"1,458","2,081.52",795.84,2.14,43.34,328.14,"5,354.66","1,342.11",328.14
"1,459","2,320.79",733.21,0.23,3.64,38.27,"4,992.08",106.24,38.27
"1,460","2,368.58",726.01,0.00,0.00,0.00,"4,654.85",0.00,0.00
"1,461","2,264.01",713.83,0.00,0.00,0.00,"4,235.57",0.00,0.00
"1,462","2,112.04",715.82,0.00,0.00,0.00,"3,886.06",0.00,0.00
"1,463","1,940.35",729.60,0.00,0.00,0.00,"3,755.43",0.00,0.00
"1,464","1,822.37",703.34,0.00,0.00,0.00,"3,412.90",0.00,0.00
"1,465","1,759.26",692.59,0.00,0.00,0.00,"3,218.72",0.00,0.00
"1,466","1,705.92",679.92,0.00,0.00,0.00,"3,013.79",0.00,0.00
"1,467","1,677.58",670.40,0.00,0.00,0.00,"2,830.35",0.00,0.00
"1,468","1,665.47",650.71,0.00,0.00,0.00,"2,618.20",0.00,0.00
