Load (MWh)
2122.649
2024.96
1941.525
1898.833
1878.314
1804.135
1687.665
1511.27
1300.431
1150.34
1067.395
1076.375
1122.795
1173.022
1304.575
1530.996
1819.869
2141.94
2370.541
2414.994
2367.237
2251.724
2119.023
2005.212
1925.048
1873.692
1832.352
1818.2
1819.624
1777.093
1676.554
1514.937
1323.296
1186.285
1150.043
1222.54
1321.634
1446.883
1618.594
1873.21
2195.589
2491.495
2687.595
2677.522
2587.422
2424.191
2274.427
2133.101
2033.005
1946.271
1900.866
1878.698
1873.071
1841.443
1774.992
1640.238
1504.832
1386.998
1390.815
1451.407
1565.482
1701.647
1921.775
2183.251
2487.946
2768.895
2910.887
2876.209
2778.307
2590.287
2397.957
2220.357
2079.823
1990.936
1943.967
1896.785
1889.342
1916.125
1948.88
1924.582
1802.916
1689.592
1659.821
1736.999
1905.24
2132.983
2401.726
2720.867
3105.872
3420.653
3536.493
3423.78
3225.806
2921.41
2630.326
2355.218
2185.783
2067.91
1991.921
1934.889
1909.205
1931.441
1938.641
1898.873
1788.361
1682.73
1689.301
1836.183
2031.871
2247.327
2475.182
2685.444
2945.894
3159.839
3234.04
3124.392
2968.058
2745.336
2518.519
2326.049
2180.768
2085.599
2026.419
1973.043
1987.978
2003.719
2038.505
2027.088
1960.899
1909.636
1937.535
2050.24
2176.468
2357.388
2527.894
2784.156
3106.801
3392.242
3533.349
3408.589
3231.157
2973.147
2708.582
2448.397
2238.19
2128.853
2074.826
2026.345
2011.726
2008.03
1964.988
1940.547
1860.833
1815.778
1861.597
2062.561
2328.728
2548.88
2764.762
3032.145
3290.73
3546.611
3588.53
3420.508
3273.676
3055.389
2790.611
2564.788
2394.497
2259.153
2141.525
2073.533
2037.438
1976.875
1932.994
1865.454
1787.132
1738.008
1720.368
1768.825
1773.091
1804.928
1871.686
2021.503
2275.265
2501.07
2593.366
2555.825
2479.773
2332.869
2173.244
2042.054
1935.585
1846.223
1808.867
1764.044
1766.361
1713.992
1632.61
1505.446
1350.281
1214.273
1066.786
996.658
990.571
1007.675
1099.575
1282.624
1579.215
1935.785
2193.702
2277.388
2241.347
2126.451
2006.968
1895.263
1818.995
1775.697
1766.293
1753.621
1777.266
1815.525
1850.081
1794.87
1626.943
1445.661
1350.701
1346.723
1373.8
1573.831
1677.258
1855.419
2098.116
2316.926
2548.933
2572.009
2502.163
2337.604
2155.006
2018.261
1914.123
1844.723
1809.396
1809.667
1815.863
1862.075
1896.936
1849.678
1705.721
1604.973
1597.619
1749.714
1816.89
1968.164
2158.682
2382.667
2731.169
3076.52
3213.051
3122.614
2938.651
2681.998
2415.67
2212.497
2075.954
2000.393
1962.451
1926.63
1928.781
1980.176
2054.484
2089.625
2032.857
1962.769
1967.525
2025.7
2106.735
2185.142
2296.074
2473.476
2666.374
2934.519
3009.015
2916.936
2773.866
2555.527
2351.309
2182.315
2075.112
1981.846
1933.964
1920.444
1928.567
1984.118
2110.589
2191.329
2117.582
1982.248
1686.724
1522.141
1466.902
1554.83
1704.736
1925.811
2196.397
2473.475
2636.493
2631.157
2531.676
2321.706
2151.178
2006.443
1900.272
1829.964
1784.518
1737.892
1754.003
1804.094
1862.766
1831.946
1699.533
1561.92
1488.958
1501.335
1551.777
1598.285
1726.636
1932.087
2191.765
2432.875
2556.351
2536.501
2439.119
2285.197
2111.061
1963.105
1849.15
1783.906
1732.656
1714.403
1725.186
1720.901
1676.133
1568.765
1447.552
1272.734
1163.239
1141.091
1163.549
1198.439
1295.019
1472.053
1731.858
2039.778
2268.625
2318.985
2288.687
2158.713
2066.059
1962.839
1865.02
1824.411
1806.762
1785.175
1767.109
1752.612
1696.238
1553.262
1377.761
1203.079
1129.44
1138.119
1192.513
1291.367
1429.83
1622.27
1941.125
2273.503
2497.113
2532.125
2456.921
2314.729
2152.709
2002.208
1916.554
1847.532
1811.242
1795.182
1819.992
1888.595
1947.484
1902.943
1721.865
1555.879
1479.04
1564.485
1675.488
1792.118
1911.871
2165.148
2500.407
2778.707
2908.313
2843.439
2707.474
2492.992
2288.018
2140.347
2036.949
1956.777
1899.862
1886.964
1907.608
1951.135
2043.52
2123.86
2176.255
2229.266
2335.065
2507.975
2778.628
2965.703
3143.815
3355.837
3615.016
3856.792
3966.277
3891.472
3756.146
3457.578
3074.018
2775.892
2591.983
2475.896
2377.067
2313.457
2300.599
2332.58
2439.85
2587.443
2672.432
2724.664
2787.095
2894.958
2983.71
3138.051
3314.33
3547.263
3757.46
3953.514
4017.717
3919.33
3774.703
3470.849
3116.578
2806.079
2571.085
2431.838
2330.714
2260.433
2235.43
2259.728
2342.319
2464.337
2562.015
2618.283
2685.412
2820.157
2931.341
3074.372
3226.567
3415.386
3605.381
3796.138
3896.102
3801.18
3670.547
3371.442
3042.166
2744.933
2542.084
2419.85
2342.002
2285.003
2270.488
2301.962
2380.315
2467.886
2548.849
2604.552
2709.609
2802.436
2945.011
3163.486
3344.804
3533.655
3765.099
3932.821
3985.631
3861.887
3712.595
3435.58
3109.62
2849.578
2636.259
2484.902
2391.871
2322.525
2273.035
2235.868
2214.406
2186.355
2241.947
2348.103
2472.821
2637.041
2723.271
2830.688
3011.464
3170.029
3445.75
3697.608
3803.402
3684.276
3516.212
3265.224
3007.707
2762.827
2552.943
2412.564
2316.903
2248.422
2211.258
2167.639
2117.64
2024.947
2054.013
2184.921
2362.357
2529.051
2642.739
2703.514
2837.85
3006.95
3243.202
3458.96
3475.923
3242.944
3058.054
2852.758
2581.629
2365.228
2231.567
2134.14
2094.37
2061.545
2060.401
2132.413
2221.017
2232.569
2108.111
1956.506
1878.819
1910.197
1957.371
2087.817
2262.399
2483.789
2767.417
3018.639
3102.497
2986.062
2793.627
2566.892
2359.395
2174.931
2059.317
2004.682
1958.167
1929.123
1928.795
1984.434
2052.763
2057.874
2021.317
1924.661
1890.321
1924.833
1895.348
1905.211
2061.836
2204.424
2369.071
2607.558
2791.444
2812.396
2720.887
2555.651
2360.958
2206.613
2088.251
2004.354
1954.863
1918.05
1907.25
1894.58
1855.818
1720.027
1524.529
1365.444
1287.822
1290.865
1335.395
1374.666
1498.462
1716.672
2028.029
2336.357
2526.59
2543.039
2478.593
2385.037
2243.494
2112.22
2015.666
1949.522
1919.802
1907.799
1930.764
1995.063
2062.329
2068.313
1938.794
1763.36
1643.999
1658.519
1718.574
1840.588
1993.019
2179.989
2435.204
2684.114
2860.914
2870.118
2756.157
2534.424
2327.615
2173.761
2056.849
1970.599
1924.158
1903.13
1914.253
1975.768
2044.03
2016.826
1876.285
1717.446
1629.933
1672.323
1819.843
2025.584
2278.24
2567.902
2865.018
3125.203
3223.248
3126.181
2984.782
2761.858
2541.502
2359.183
2224.891
2140.612
2081.44
2040.908
2017.076
2019.606
2016.476
1962.948
1938.846
1966.988
2139.767
2346.9
2560.41
2711.186
2825.996
3032.176
3309.945
3532.77
3622.951
3471.689
3264.324
3021.959
2759.885
2573.675
2421.452
2297.178
2219.519
2153.812
2101.375
2084.671
2023.325
1947.021
1904.128
1904.805
1982.827
2079.337
2189.817
2332.975
2509.17
2747.343
3078.253
3324.105
3417.04
3270.464
3090.031
2851.931
2603.439
2381.545
2233.21
2122.139
2038.871
2009.05
2022.11
2086.599
2197.685
2232.528
2092.177
1908.465
1801.081
1799.587
1835.997
2001.936
2206.645
2484.58
2754.163
3001.05
3068.062
2906.387
2699.783
2434.679
2212.811
2030.687
1944.627
1891.407
1859.444
1848.324
1876.511
1971.215
2056.043
2029.262
1813.395
1557.011
1392.303
1356.324
1377.166
1486.088
1654.33
1923.597
2299.425
2623.683
2798.097
2773.433
2654.086
2464.383
2247.292
2090.355
1998.283
1926.71
1880.551
1865.664
1887.219
1950.868
2062.433
2013.796
1811.424
1629.851
1513.371
1494.288
1591.717
1774.991
2019.617
2360.649
2782.057
3173.491
3234.148
3199.269
3033.365
2795.574
2560.66
2337.665
2218.351
2129.07
2087.116
2053.251
2052.136
2128.104
2247.273
2276.986
2202.352
2100.607
2112.585
2212.117
2384.425
2621.797
2891.231
3210.191
3580.111
3877.002
4011.538
3915.845
3737.204
3405.165
3044.191
2764.821
2587.519
2488.165
2427.524
2363.886
2347.208
2402.098
2531.587
2644.749
2699.928
2743.729
2803.038
2931.551
3040.265
3174.386
3308.65
3480.268
3723.517
3872.932
3903.469
3786.531
3576.739
3261.208
2935.394
2672.414
2475.452
2376.192
2285.472
2215.807
2176.212
2156.033
2139.76
2137.182
2209.256
2322.338
2492.348
2651.249
2760.405
2888.154
3038.466
3175.243
3404.079
3609.964
3710.233
3593.593
3379.716
3105.464
2838.023
2603.937
2437.559
2339.501
2241.1
2179.552
2141.343
2135.763
2105.272
2007.162
1885.562
1788.795
1844.277
1946.893
2041.101
1869.149
1699.892
2000.718
2199.067
2234.002
2205.859
2160.398
2099.988
1981.148
1882.548
1814.853
1780.959
1751.361
1761.217
1755.219
1782.811
1884.859
1980.786
1964.34
1778.139
1673.099
1594.935
1491.38
1440.229
1424.085
1470.847
1626.283
1878.858
2141.392
2335.374
2398.523
2299.965
2150.058
2016.813
1913.838
1843.119
1780.267
1765.998
1778.35
1802.835
1893.554
1996.416
1990.584
1811.467
1625.541
1602.355
1546.918
1427.987
1368.509
1466.784
1643.386
1914.773
2213.322
2434.735
2494.505
2402.243
2245.189
2087.83
1976.361
1905.696
1845.742
1809.49
1806.286
1823.875
1923.35
2017.9
1979.68
1774.866
1562.579
1439.023
1427.524
1441.342
1505.212
1613.112
1803.473
2123.929
2432.309
2634.494
2651.133
2549.468
2375.593
2192.836
2051.635
1960.695
1913.005
1893.549
1882.969
1893.755
1977.483
2071.533
2067.376
1893.732
1744.832
1722.958
1856.23
2055.324
2310.368
2572.343
2861.72
3160.813
3398.94
3470.421
3307.93
3072.571
2779.175
2538.311
2362.444
2223.316
2124.499
2074.619
2044.687
2061.282
2150.333
2281.368
2306.23
2253.513
2227.093
2302.316
2376.288
2358.922
2432.442
2582.468
2752.645
3091.933
3225.654
3101.62
3032.787
2865.717
2632.277
2405.37
2234.727
2150.652
2069.828
2003.829
1977.414
1955.171
1972.585
1966.313
1920.123
1776.633
1499.377
1347.214
1312.501
1317.215
1366.527
1468.774
1660.521
2000.353
2294.562
2470.303
2474.283
2380.351
2252.008
2157.473
2017.375
1942.529
1875.596
1827.063
1810.685
1805.862
1830.03
1796.821
1689.669
1452.737
1265.829
1202.221
1283.066
1448.278
1696.699
1979.116
2283.315
2643.453
2947.699
3083.216
3010.974
2855.361
2641.684
2413.357
2226.668
2138.596
2098.095
2065.637
2041.73
2047.415
2148.636
2292.493
2343.722
2266.645
2219.57
2275.719
2443.118
2648.478
2898.368
3132.943
3402.818
3714.422
3923.291
3956.144
3819.583
3574.172
3230.739
2937.755
2693.667
2519.999
2379.072
2295.614
2242.496
2212.197
2272.278
2371.193
2443.767
2389.615
2347.22
2386.848
2532.209
2733.351
2961.0
3191.326
3479.481
3769.609
3950.567
3954.633
3828.046
3614.949
3333.473
3021.86
2750.695
2575.286
2466.969
2404.284
2346.343
2335.013
2421.434
2520.244
2621.321
2656.881
2700.251
2741.709
2858.299
2974.352
3067.935
3230.274
3471.788
3757.199
3950.272
4000.767
3895.854
3706.322
3447.743
3094.701
2771.801
2543.551
2406.639
2284.217
2202.971
2190.803
2239.24
2338.339
2347.841
2229.088
2154.279
2190.494
2333.71
2541.854
2799.58
3068.449
3336.584
3619.594
3838.285
3922.0
3793.036
3591.871
3280.482
2925.844
2676.634
2492.507
2377.958
2300.555
2229.795
2210.774
2260.896
2373.252
2409.55
2306.754
2246.728
2286.849
2461.071
2683.21
2898.134
3113.931
3370.741
3659.709
3865.725
3839.783
3712.205
3532.257
3270.449
2932.369
2648.706
2435.654
2309.745
2213.674
2154.59
2123.842
2120.101
2110.528
2059.166
1991.071
1998.372
2102.445
2284.174
2456.888
2615.66
2731.707
2915.13
3180.841
3396.337
3423.482
3296.817
3157.184
2955.931
2696.628
2472.742
2309.789
2222.403
2170.849
2117.154
2074.904
2053.012
1992.739
1889.816
1758.179
1651.168
1669.719
1798.856
1986.49
2205.833
2461.617
2776.539
3156.272
3466.657
3597.454
3505.066
3292.871
2993.357
2680.37
2433.037
2270.207
2162.624
2082.981
2033.861
2030.495
2122.398
2243.228
2256.434
2115.467
1931.13
1902.049
1979.406
2132.706
2321.702
2555.657
2867.718
3212.246
3412.959
3434.604
3261.595
3040.233
2782.647
2526.347
2329.114
2203.793
2114.643
2066.333
2035.598
2049.843
2148.414
2294.366
2323.101
2219.381
2116.197
2098.834
2188.836
2305.166
2407.646
2549.184
2765.78
3056.371
3289.551
3343.011
3220.26
3037.129
2781.614
2533.709
2337.974
2208.582
2123.687
2072.117
2043.072
2037.676
2118.542
2231.105
2275.943
2125.224
1981.656
1873.737
1896.923
1986.511
2169.536
2424.588
2755.667
3138.073
3422.102
3414.278
3249.501
2982.097
2671.807
2405.584
2219.352
2098.815
2025.097
1983.548
1965.985
1981.437
2080.759
2218.647
2219.181
2060.756
1900.61
1807.364
1852.583
1998.795
2220.944
2493.752
2789.946
3116.533
3334.832
3375.349
3276.466
3104.254
2848.838
2587.377
2385.726
2256.308
2171.527
2108.522
2069.106
2069.652
2175.375
2308.95
2338.91
2242.462
2108.732
2073.978
2115.634
2170.878
2277.877
2438.918
2683.817
2947.523
3157.45
3184.106
3117.058
2970.348
2765.719
2568.26
2380.263
2235.205
2142.48
2077.179
2041.889
2034.465
2045.54
2036.441
1947.168
1795.691
1620.275
1541.613
1567.146
1671.564
1838.726
2064.74
2383.313
2718.419
2994.721
3132.478
3061.212
2891.829
2664.192
2441.073
2262.634
2127.512
2042.919
1982.047
1944.381
1949.676
1953.051
1907.331
1796.908
1628.363
1480.591
1392.725
1400.113
1514.885
1713.094
2039.439
2411.284
2819.915
3183.187
3352.529
3256.474
3075.88
2790.071
2518.739
2314.334
