idScenarios,idTechnologies,idzones,year,hour,supply,quantum,Col
1,91,0,2022,4610,1,3126.72,4
1,91,0,2022,4611,1,3247.61,4
1,91,0,2022,4612,1,3428.46,4
1,91,0,2022,4613,1,3478.95,4
1,91,0,2022,4614,1,3644.6,4
1,91,0,2022,4615,1,3565.8,4
1,91,0,2022,4616,1,3329.82,4
1,91,0,2022,4617,1,2588.76,4
1,91,0,2022,4618,1,1439.01,4
1,91,0,2022,4619,1,1331.72,4
1,91,0,2022,4620,1,1349.24,4
1,91,0,2022,4621,1,1467.07,4
1,91,0,2022,4622,1,1455.16,4
1,91,0,2022,4623,1,1442.28,4
1,91,0,2022,4624,1,881.86,4
1,91,0,2022,4625,1,789.66,4
1,91,0,2022,4626,1,855.17,4
1,91,0,2022,4627,1,959.71,4
1,91,0,2022,4628,1,1081.71,4
1,91,0,2022,4629,1,1301.51,4
1,91,0,2022,4630,1,1564.43,4
1,91,0,2022,4631,1,1852.02,4
1,91,0,2022,4632,1,2169.28,4
1,91,0,2022,4633,1,2355.01,4
