length_m,objectid,class,name,revised,ga_guid,capacitykv
66041.55127,1535,Overhead,Karara Iron Ore Mine to Three Springs Terminal,2012/07/10 00:00:00+00,{73A52216-7E58-4121-BB55-39C10FC20D3B},330
14067.61261,1536,Overhead,Southern Cross to Yilgarn,2012/07/10 00:00:00+00,{35401437-4003-4AD5-AD76-00DA1B4D71EE},33
333.9382021,1537,Underground,Wagerup Power Station to Alinta Wagerup,2012/07/10 00:00:00+00,{5E04DA1C-1FE5-4A9A-A4C6-AF50E9D201E2},330
1127.446732,1538,Overhead,Broken Hill-Kwinana to British Petroleum 66,2012/07/10 00:00:00+00,{5D47CBAE-5977-4854-9547-6B7BBD342122},66
677.5193838,1539,Underground,Kwinana Desalination Plant to Kwinana Terminal - Mason Road,2012/07/10 00:00:00+00,{67F4876C-C07F-454B-8DA0-416840862542},132
36.89508687,1540,Overhead,Cockburn Cement to Cockburn Cement Limited,2012/07/10 00:00:00+00,{DE3E1395-DDAE-4B17-8147-D449739A66B4},132
598.4522726,1541,Overhead,Southern Terminal to Glen Iris,2012/07/10 00:00:00+00,{FA64B672-E822-47BF-A507-D94EDC4358BC},132
84.09108168,1542,Overhead,Bibra Lake to South Fremantle Terminal-Kwinana Terminal Line (North),2012/07/10 00:00:00+00,{3F7E77C3-697F-4F3F-B10F-5BB8AC2B1A99},132
90.10178372,1543,Overhead,Bibra Lake to South Fremantle Terminal-Kwinana Terminal Line,2012/07/10 00:00:00+00,{41ED26AE-655E-4033-B5F4-00908A7F258A},132
54.45805686,1544,Overhead,Cottesloe to North Fremantle tee,2012/07/10 00:00:00+00,{0565BFFE-4C04-4FA4-BA08-AF8B9C7381C6},66
6904.312207,1545,Overhead,Western Terminal to Amherst (North),2012/07/10 00:00:00+00,{9DFE4533-4D26-4517-A653-E05ABD92BE21},132
3647.802905,1546,Overhead,Belmont to Kewdale,2012/07/10 00:00:00+00,{63432660-5A3B-4AF2-AAFF-AB2187758EA0},132
728.4063924,1547,Overhead,Cannington Terminal to Beckenham,2012/07/10 00:00:00+00,{68194289-733C-44B2-9B11-657775D85E40},132
57.82935705,1548,Overhead,Mullaloo to Edgewater,2012/07/10 00:00:00+00,{07D56F0D-46B5-4A26-BDCB-D160F76E9C99},132
9072.672204,1549,Overhead,Clarkson to Wanneroo,2012/07/10 00:00:00+00,{1AC38593-A8CE-45F9-90F1-B6897987437A},132
7495.119474,1550,Overhead,Yanchep to Clarkson,2012/07/10 00:00:00+00,{BDC26C17-7719-49AA-827E-8509E4DD2D2B},132
515.3881823,1565,Overhead,East Perth Terminal to Forrest Avenue (South),2012/07/10 00:00:00+00,{105844FB-F1FD-4ED4-B248-5C56CBA482EB},66
195.6246506,1566,Overhead,East Perth Terminal to Forrest Avenue,2012/07/10 00:00:00+00,{9AC51145-42AA-4E02-9725-329095916777},66
446.7969198,1567,Overhead,East Perth Terminal to Forrest Avenue (West),2012/07/10 00:00:00+00,{081F6BF3-60D4-40D2-AAD0-F25BE5474FF8},66
534.5298999,1568,Overhead,Joel Terrace to Wellington Street,2012/07/10 00:00:00+00,{12412B9B-E510-4C62-AA1B-833E79D7392E},132
453.1971248,1569,Underground,Joel Terrace to Wellington Street (Underground),2012/07/10 00:00:00+00,{FAB87ADD-1524-43A0-BE5B-5FE9582459A4},132
2247.737776,1570,Underground,Joel Terrace to Southern Terminal,2012/07/10 00:00:00+00,{5FF1BAC8-3436-454B-9F87-078639167C13},132
6331.575482,1683,Overhead,Mumbida Wind Farm to Three Springs,2014/06/13 00:00:00+00,{89F3B93E-47D9-4852-8DA7-C9988AEF7C94},132
22162.20531,1684,Overhead,Mungarra to Three Springs,2012/07/10 00:00:00+00,{024B36DF-80D1-4A46-840B-597F762EC412},132
22272.36454,1685,Overhead,Merriden Terminal to Collgar Terminal,2014/02/11 00:00:00+00,{3F1EEE2D-A7E9-48EB-93B3-B6BB3ABE43AB},220
998.2203055,1686,Overhead,West Angelas Mine Switching Station to West Angelas Mine Substation,2012/07/10 00:00:00+00,{799202FC-9241-487C-A1C1-32BAA41664EA},220
81.172725,1687,Overhead,West Angelas Mine Power Station to West Angelas Mine Switching Station,2012/07/10 00:00:00+00,{561E82F4-B684-4994-A2B4-FC27553B1824},220
49879.27571,1697,Overhead,Cape Lambert Power Station to Yurralyi Maya Substation,2013/09/22 00:00:00+00,{670EE306-854B-47FB-926F-FB13BCD2ABBB},220
5133.013105,1698,Overhead,Cape Lambert Power Station to Cape Lambert Loader (East),2014/06/27 00:00:00+00,{D65967A8-8176-46ED-B520-732D9CBEE094},33
4998.638342,1699,Overhead,Cape Lambert Power Station to Cape Lambert Loader,2014/06/27 00:00:00+00,{C12E7BBB-4741-4F6A-B988-84184381EFF4},33
76229.99272,1758,Overhead,Wagin to Kojonup Tee,2016/03/24 00:00:00+00,{7284DB8E-26C3-42E2-88C9-D0E10B145A5C},66
4248.419438,1759,Overhead,Kojonup to Kojonup Tee,2016/03/24 00:00:00+00,{7708C9AA-E9DD-410C-A57B-C829BB64F168},66
3996.048234,1767,Overhead,Three Springs to Three Springs Terminal,2016/11/21 00:00:00+00,{80987700-9EC8-4E61-9FCD-D5E1CF73E5BC},132
67906.50499,1768,Overhead,Three Springs to Golden Grove,2012/07/10 00:00:00+00,{99918CFD-E9EF-4E1E-A0CC-D4CE7581EC00},132
6439.499234,1769,Overhead,Malaga to Belmont (South),2012/07/10 00:00:00+00,{FB4691E2-44A3-401D-83B1-E0D4144D221B},132
1535.025102,1770,Overhead,Pinjar Terminal,2016/11/21 00:00:00+00,{97F88C26-A096-4A7A-A6A8-76A1D70ADEFE},132
158556.5005,1771,Overhead,Kojonup to Albany,2016/11/21 00:00:00+00,{6631BA00-A0A2-4BB6-B7E3-569BCBF5994E},132
102996.0509,1772,Overhead,Kojonup to Mount Barker,2016/11/21 00:00:00+00,{7DDF9CE2-8A67-4EB2-A40D-AD358C029125},132
48892.38448,1773,Overhead,Albany to Mount Barker,2016/11/21 00:00:00+00,{64A4028A-C4E3-47B8-9666-45D69DD474E5},132
4731.963442,1774,Overhead,Kemerton to Tee,2016/11/22 00:00:00+00,{A6A382B4-98B6-48F5-A91A-011238FE2249},132
1007.739164,1775,Overhead,Narrogin to Narrogin South,2016/11/22 00:00:00+00,{C58344E4-F6FF-4C05-B243-36E71C8BC64A},66
47.00723797,1776,Overhead,British Petroleum Refinery to Kwinana Power Partnership,2016/11/22 00:00:00+00,{3AECDA64-FAC5-42F2-875F-E868BFBA0973},66
451.4736305,1777,Overhead,Merredin Power Station to Merredin Terminal,2016/11/22 00:00:00+00,{20743E73-54BD-48B5-864F-704BCCB434E4},132
78997.0083,1879,Overhead,Eneabba to Kerr-McGee Cataby,2012/07/10 00:00:00+00,{45CA37E7-FE64-46D6-A281-4EA2F8A029D8},132
258.272989,1880,Overhead,Eneabba to Tee,2012/07/10 00:00:00+00,{0FC1D0DE-9462-42C0-8D7E-FB25BE6DC84C},132
120390.2299,2461,Overhead,Newman to Roy Hill,2016/03/23 00:00:00+00,{AA4250BE-8951-49DE-8A91-99152C50560B},220
115469.4463,2462,Overhead,Newman to Yandicoogina,2012/07/10 00:00:00+00,{49C7121F-9F26-47A2-B846-3A6D29B7F14B},132
21603.1816,2463,Overhead,Yandi to Hope Downs 1,2020/07/02 00:00:00+00,{348C1144-1204-4177-97B1-EF9310E5D563},220
52675.35574,2464,Overhead,Hope Downs 1 to Hope Downs 4,2020/07/02 00:00:00+00,{6CFB1BAA-D6A9-44A6-885B-929360FBBEB6},220
80217.72478,2465,Overhead,Karijini to Juna Downs,2012/07/10 00:00:00+00,{6CCCECA7-2B80-444E-B288-8201FDE17AFE},220
190859.8934,2466,Overhead,Cape Lambert Terminal to Hedland Terminal,2012/07/10 00:00:00+00,{C8D4F9F1-02C3-4C54-B551-2468D52B4253},220
6055.234099,2467,Overhead,Cape Lambert Terminal to Hedland Terminal (North),2012/07/10 00:00:00+00,{4D1AE6E1-88A4-42D4-A78F-EC98CAAD4260},220
18696.34865,2936,Overhead,Southern Terminal to Kwinana Terminal,2012/07/10 00:00:00+00,{E0C31A9B-A78F-4EE0-AF14-A1F60EB95D8C},330
301.1119542,2937,Overhead,Mason Road to Kwinana Swift,2024/05/20 00:00:00+00,{97C4571F-F0BF-4088-9E0A-F4441BD30554},132
321.5167201,2938,Overhead,Office Road to tee,2024/05/20 00:00:00+00,{CA3B7BD0-709B-43AC-AC95-CE9BB6C441BF},132
2279.702393,2939,Overhead,Southern River to tee,2024/05/20 00:00:00+00,{AEE7013E-78F4-4520-AC32-B745B8CC20E2},132
10354.3408,2940,Overhead,Yandin Wind farm to Yandin,2024/05/20 00:00:00+00,{45F10C3B-EDFE-4BB5-9044-50E81ACBAEA3},330
9823.230935,2941,Overhead,Warradarge Wind Farm to Eneabba,2024/05/20 00:00:00+00,{2DD20998-5ED3-4D96-970B-4BCCBD151B43},330
38082.4838,2957,Overhead,Tom Price to Karijini,2012/07/10 00:00:00+00,{03CCE5DA-BE62-491B-9447-FBB4D7D66CF6},220
1319.773569,2992,Overhead,Kwinana Power Partnership to Mason Road,2012/07/10 00:00:00+00,{6667C630-F79D-4850-98A8-0D1C6963EC96},132
4174.984358,2993,Overhead,Mount Lawley Terminal to James Street,2012/07/10 00:00:00+00,{2B88343C-4167-4AD4-8CF1-D6EA1D050C78},132
125446.5973,2994,Overhead,Pinjar Terminal to Kerr-McGee Cataby,2012/07/10 00:00:00+00,{AEBA6868-742A-48AF-A646-2B1752217210},132
13142.70871,2995,Overhead,Pinjar Terminal to Muchea,2012/07/10 00:00:00+00,{6D715819-9E53-4ED2-ACAF-083233D5ABDD},132
4085.640446,3001,Overhead,Emu Downs Wind Farm to Tee,2016/11/22 00:00:00+00,{3A2A2442-7B61-457A-8526-D2D98BAC5067},132
4419.663506,3002,Overhead,Emu Downs Wind Farm to Tee (North),2016/11/22 00:00:00+00,{CC5E553D-2850-4F44-9266-E768C42D2401},132
4709.035488,3007,Overhead,Kwinana Terminal to Mason Road,2012/07/10 00:00:00+00,{3877BEFD-24C2-418A-9FEB-80E932D3AE78},132
